station;latitude;longitude
Gorzów Wielkopolski Chróścik;52.733999999999995;15.1372
Gorzów Wielkopolski Karnin;52.688;15.2808
Gorzów Wielkopolski Wieprzyce;52.717;15.1808
Gorzów Wielkopolski Zamoście;52.722;15.2389
Gorzów Wielkopolski Zieleniec;52.699;15.2614
Gorzów Śląski (przystanek kolejowy);51.023999999999994;18.425
Gorzędów;51.19694489179863;19.54355756919256
Gostkowo (przystanek kolejowy);51.699;16.9742
Gostomia;53.199;16.4103
Gostomin (przystanek kolejowy);53.673;15.3864
Gostycyn;53.4842423743981;17.80564532737667
Gostycyn (przystanek kolejowy);53.483000000000004;17.8075
Gostyniec;53.998000000000005;14.9647
Gostynin;52.43366321770804;19.476259910463842
Gostyń;51.883678595100776;17.0088612290598
Gostyń (stacja kolejowa);51.883;17.0108
Goszcza;50.184619291602466;20.06131278445195
Goszczanowiec (przystanek kolejowy);52.743;15.655
Goszczanowo (przystanek kolejowy);52.723;15.6133
Goszyn (przystanek kolejowy);54.271;18.5481
Gosław (przystanek kolejowy);54.055;15.3906
Gosławice (przystanek kolejowy);52.288000000000004;18.2651
Gosławice Wąskotorowe;52.288999999999994;18.2647
Gotki (przystanek kolejowy);53.817;20.2511
Goworowo (przystanek kolejowy);52.92;21.5817
Gozdnica;51.442;15.0953
Gozdowo;52.729805645465476;19.6956159698294
Gozdów;50.773;23.8122
Gołaszewo (przystanek kolejowy);52.744;17.4069
Gołaszewo Kujawskie;52.546837311874754;19.09109839173843
Gołańcz;52.947364100692646;17.305479040529985
Gołdap;54.315;22.3037
Gołdap Stadion;54.312;22.3247
Gołogóra (stacja kolejowa);54.001999999999995;16.7389
Gołotczyzna;52.7832979832061;20.6826372633877
Gołubie Kaszubskie;54.21270936958249;18.037303854900532
Gołąb;51.50106410128297;21.918540113773886
Gołąb (przystanek kolejowy);51.5;21.9194
Gołębice (stacja kolejowa);51.178000000000004;17.6842
Gołębiewko (przystanek kolejowy);54.123000000000005;18.5389
Gościcino Wejherowskie;54.6049884882106;18.16094603981959
Gościkowo;52.341;15.5453
Gościm (stacja kolejowa);52.763999999999996;15.7142
Gościno;54.05;15.6433
Gościno Dwór;54.04600000000001;15.6503
Gościno Żalno;54.04600000000001;15.6503
Gościszewo;53.97451825466012;19.01783882989278
Gościszewo (przystanek kolejowy);53.97;19.0181
Gościszów (przystanek kolejowy);51.158;15.4472
Gościszów Dolny;51.158;15.4472
Gościęcino (przystanek kolejowy);54.672;17.8178
Gośniewice;51.817;21.1381
Goświnowice;50.47855700715636;17.257172286325574
Grab;52.019;17.7142
Grabce;51.978609645062846;20.43123007644602
Grabianowo (stacja kolejowa);52.11722222;16.892222222
Grabina;52.11;17.9136
Grabina Śląska;50.953;16.3298
Grabiny;50.04602740552371;21.333320011848524
Grabiny (stacja kolejowa);50.045;21.3608
Grabiny Zameczek;54.239;18.7519
Grabonóg (przystanek kolejowy);51.8;17.0319
Grabowiec;50.809;23.5672
Grabowno Wielkie;51.34341426301322;17.40328462515638
Grabowno Wielkie (stacja kolejowa);51.343;17.4028
Grabowo;54.225;22.2294
Grabowo Wąskotorowe;53.0728;21.534722
Grabów Szlachecki;51.70371855176989;22.096393874371227
Grabów nad Pilicą;51.742007251202224;21.182144890829708
Grabów nad Prosną (stacja kolejowa);51.50899999999999;18.1053
Grabówek (przystanek kolejowy);51.7089;14.877797
Gracze;50.688340000000004;17.558619
Gradowice (stacja kolejowa);52.15056;16.338078
Grajewo;53.650399735593865;22.44776302820107
Gralewo;53.318999999999996;20.0361
Gralewo Stacja;53.3204719237119;20.033168044849337
Graniczno (przystanek kolejowy);51.743;14.9389
Granowiec;51.511608226917325;17.645209899978628
Granowo Nowotomyskie;52.22472222;16.534444444
Gredele;52.66238037318762;23.241678066713572
Gregorowce;52.662380000000006;23.241583
Grocholin (przystanek kolejowy);52.978;17.4569
Grochowiska;50.492;20.6419
Grochowiska Księże (przystanek kolejowy);52.75861;17.666953
Grochowiska Szlacheckie (przystanek kolejowy);52.736999999999995;17.695283
Grodków Śląski;50.69723;17.376389
Grodzanowiec;51.3;15.75
Grodzie;54.343999999999994;19.9619
Grodziec Niemodliński;50.613890000000005;17.682778
Grodziec Zamczysko;51.167;15.7608
Grodziec Śląski;49.81133248598786;18.879609111102358
Grodzisk Mazowiecki;52.1102004559527;20.622820055614483
Grodzisk Mazowiecki 11 Listopada;52.106;20.6267
Grodzisk Mazowiecki EKD;52.108999999999995;20.625
Grodzisk Mazowiecki Jordanowice;52.10317942632614;20.6364381655098
Grodzisk Mazowiecki Okrężna;52.100727903142;20.660198386149343
Grodzisk Mazowiecki Piaskowa;52.10258497097743;20.651568436451736
Grodzisk Mazowiecki Plac Wolności;52.1;20.6272
Grodzisk Mazowiecki Radońska;52.100858055952045;20.62908827177605
Grodzisk Mazowiecki Radońska/Sienkiewicza;52.103;20.6281
Grodzisk Wielkopolski;52.2;16.364444444
Grodzisk Wlkp;52.23061010373208;16.36381131127331
Grodziska (przystanek kolejowy);53.75751999999999;21.029731
Grodzisko;49.96;19.4569
Grodzisko Dolne;50.17029867216914;22.50861367020563
Grodzisko Dolne (stacja kolejowa);50.169;22.5094
Grodzisko P.K.;49.96119556819529;19.45675662512333
Grodziszcze (przystanek kolejowy);50.62278;16.648081
Grodziszcze Mazowieckie;52.160483362534656;21.87121333487139
Grom;53.606472035166256;20.861723103722312
Gromadka;51.3;15.7817
Gromnik;49.83431646308423;20.961237240506517
Gronajny;53.99171251452145;19.05331532347955
Gronowo Elbląskie;54.08944;19.305083
Gronów;52.298707511584645;15.285543499078571
Grotkowo (przystanek kolejowy);52.422;17.6536
Grotniki;51.88746868780349;19.31105270018901
Grotniki Drawskie;53.545;16.0117
Grudki;52.718;23.6214
Grudze;52.04;19.9015
Grudziądz;53.48221310797231;18.760575990067863
Grudziądz - Mniszek;53.43338130143131;18.725421723089852
Grudziądz - Owczarki;53.502920001923336;18.847136296157576
Grudziądz Mniszek;53.431999999999995;18.7253
Grudziądz Owczarki;53.501999999999995;18.8458
Grudziądz Przedmieście;53.474;18.7489
Grupa;53.5039058505218;18.629956837948185
Grybów;49.62598897182053;20.95702740622801
Gryfice (stacja kolejowa);53.909;15.1894
Gryfice Cukrownia;53.92100000000001;15.2019
Gryfice Wąskotorowe;53.913000000000004;15.1914
Gryfino;53.25427651379215;14.493010328348525
Gryfów Śląski;51.03387633338794;15.428851656260756
Gryzy (stacja kolejowa);54.054159999999996;22.289189
Gryźliny;53.613427192425185;20.350182368637753
Gryżyce (przystanek kolejowy);51.48;16.5214
Grzebowilk;52.114;21.5331
Grzegorzewice;51.96127219070785;20.641372741498493
Grzegorzewo;52.486000000000004;21.4286
Grzegorzów Jaworski;51.058;16.2308
Grzmiąca;53.833;16.4219
Grzybnica;53.651;14.8533
Grzybno;53.20359824928517;18.446086801471814
Grzybno (przystanek kolejowy);53.203;18.4464
Grzybowa Góra;51.115017588388824;20.962214007053014
Grzybów (stacja kolejowa);50.5;21.0497
Grzymiszew;52.042;18.3815
Grzymysław;52.06666666;17.036111111
Grzywna (przystanek kolejowy);53.15;18.6169
Grzędzin Kozielski;50.196000000000005;18.1183
Grzępa;53.95494395404294;19.01288890418142
Grzęska;50.08002077365947;22.452808892520604
Grzęska (przystanek kolejowy);50.07899999999999;22.4553
Gródczanki (przystanek kolejowy);50.065;18.0514
Gródek (przystanek kolejowy);51.571999999999996;22.7889
Gródek Szlachecki;51.571375485538944;22.78773976300364
Grójec;51.86583333;20.891666666
Grądzkie (stacja kolejowa);54.05446;22.098908
Grębałów;50.101000000000006;20.07.
Grębocice;51.593292029164544;16.185058409479314
Grębocin;53.04577565498752;18.6903143874682
Gręboszów;51.065394895116135;17.80002364995706
Gręboszów (przystanek kolejowy);51.06;17.8014
Grębów;50.603;21.8358
Gubin;51.97861111;14.723611111
Gucin (przystanek kolejowy);52.95778000000001;21.671122
Gulcz (przystanek kolejowy);52.861000000000004;16.3728
Gumieniec (przystanek kolejowy);54.248999999999995;17.0386
Gumieńce Wąskotorowe;53.397;14.4981
Gutkowo;53.80881129717654;20.40230301243429
Gutowiec;53.77729624758025;17.859926672063924
Gutowo Pomorskie;53.242;19.6789
Gutowo Wielkopolskie;52.33267595109273;17.64188777099339
Gułtowy;52.367781597833;17.317691162891823
Gwda Mała;53.731;16.8281
Gwiazdówko;54.323;16.7633
Gzin (przystanek kolejowy);53.191;18.3286
Góra (stacja kolejowa);51.71;18.5058
Góra Kalwaria;51.98921833302662;21.19309653108353
Góra Kalwaria Wąskotorowa;51.9863967;21.21362495
Góra Pomorska;54.63833333;18.133055555
Góra Włodowska;50.583999999999996;19.4681
Góra Śląska;51.67444444;16.543888888
Góra Śląska Dworzec Mały;51.676;16.5425
Góralice;52.97620147994754;14.670892384322052
Górawino (przystanek kolejowy);54.016000000000005;16.6489
Górażdże;50.52844942467675;18.003470779380454
Górka Duchowna;51.95578162306168;16.577181231448787
Górki;54.0636574198425;18.776101876286024
Górki Noteckie;52.793591294885246;15.489369367638972
Górki Pomorskie;53.898;14.8242
Górki Szczukowskie;50.88319653232135;20.525785973209807
Górki Śląskie;50.14232244802631;18.388474322785868
Górki-Ściernie;50.097;19.1303
Górna Grupa;53.4987433754099;18.67749251614434
Górne;54.25794551489985;22.429294320750564
Górowo;53.95942028043907;20.984434289887183
Górowo (przystanek kolejowy);53.96;20.984456
Górowo Iławeckie;54.28179018343675;20.484319866185103
Góry (przystanek kolejowy);52.431999999999995;18.2231
Górzyca Reska;53.968999999999994;15.2331
Górzyn (przystanek kolejowy);51.83333;14.965558
Górzyniec;50.860252772365286;15.567455509458757
Gąbin;54.00899999999999;15.2872
Gącz;52.716698841002206;17.4900942971281
Gądki;52.30199952452822;17.04551696551146
Gądki (stacja kolejowa);52.30194444;17.045277777
Gądków Wielki;52.24609276973257;14.96373620941912
Gągławki;53.680635080563476;20.437459393052908
Gągławki (przystanek kolejowy);53.68;20.4372
Gąsawa;52.76618786293918;17.74468848382935
Gąsawa Majętność;52.77769577622535;17.74652969845573
Gąsawy Plebańskie;51.23179671191763;20.947354423280927
Gąsocin;52.73946541290268;20.719407210782734
Gąsocin (stacja kolejowa);52.738;20.72
Gębarzewo;52.48247802250748;17.570113824606818
Gębice (stacja kolejowa);52.6;18.0256
Gęsia Górka;51.281000000000006;17.7614
Głaznów (przystanek kolejowy);52.244744;19.13573742
Głazów;52.956;14.9556
Głażewo;52.532;15.9336
Głodowa Koszalińska;53.98;16.525
Głodowiec (przystanek kolejowy);53.975;16.5408
Głodowo;53.40112;16.874192
Głodowo Kościerskie;54.068000000000005;18.3106
Głogusz Kije;52.107;15.54
Głogów;51.67055555;16.076388888
Głogów Małopolski;50.14736221885194;21.959517732558933
Głogówek;50.34754494066978;17.87566076416298
Głogówek Winiary;50.363;17.8633
Głomno;54.328421982971584;20.75694651240337
Głowaczewo;54.13;15.4381
Głowno;51.96156166422003;19.702869108347848
Głubczyce;50.195;17.8217
Głubczyce Las;50.23;17.7808
Głuchowo;53.202033674975866;18.543788470099248
Głuchowo (przystanek kolejowy);53.201;18.5439
Głuchołazy;50.33040158888269;17.39449282212102
Głuchołazy Miasto;50.31622307020301;17.389423886559214
Głuchołazy Zdrój;50.308817022397506;17.38452508617169
Głuchów;50.08348550368564;22.27906800578732
Głuchów (przystanek kolejowy);50.083;22.2728
Głuchów Skierniewicki;51.777;20.0747
Głusko;51.20248796317689;22.005533248255734
Głuszyca;50.68783028614509;16.353940004303976
Głuszyca Górna (przystanek kolejowy);50.67279;16.371114
Głuszyna (stacja kolejowa);51.136;17.8097
Głuszyno Pomorskie;54.489899393708455;17.41799232060532
Główczyce (przystanek kolejowy);54.617;17.3828
Głębock (przystanek kolejowy);54.36611;20.2653
Głęboka Śląska;50.77919;17.138058
Głębokie Międzyrzeckie;52.48463972235321;15.534310997120507
Hajdaszek (stacja kolejowa);50.590959999999995;20.555783
Hajduki Nyskie;50.43084;17.357797
Hajnówka;52.733407659609526;23.583468450653427
Hajnówka Placówka;52.755;23.5847
Hajnówka Wąskotorowa;52.738;23.5997
Halinów;52.2240903979376;21.348078267590413
Hanulin;51.30248617678917;17.99457591856368
Hanulin (stacja kolejowa);51.30277777;17.994166666
Hartowiec;53.39693647720087;19.84469592762193
Hel;54.61;18.8012
Hel Bór;54.65696;18.763625
Henrykowo;54.18505763880784;20.12934911696617
Henrykowo (przystanek kolejowy);54.183;20.1314
Henrykowo Wielkopolskie;51.785;16.5497
Henryków;50.663340000000005;17.029736
Henryków Dworzec Mały;50.661;17.0303
Herbertów (stacja towarowa);51.478;19.1994
Herby Nowe;50.74790918498783;18.85416209884051
Herby Stare;50.747428101396295;18.881198842978762
Herby Stare (zlikwidowana stacja kolejowa);50.753;18.8967
Hordzieżka;51.754;22.1611
Horodzieżka;51.754433746244366;22.160724556436925
Horodło;50.845;24.0458
Horyniec Zdrój;50.193000000000005;23.3569
Hołówki Duże;52.971336929600106;23.095243169696868
Hrebenne;50.29827667146266;23.576710640737343
Hrubieszów LHS;50.79065594763542;23.91668532250552
Hrubieszów Miasto;50.796975128040046;23.90888697799394
Hrubieszów Towarowy;50.792;23.9239
Hrubieszów Wąskotorowy;50.813;23.8811
Hucisko;49.68856941721086;19.407477962659932
Hurko;49.785;22.8522
Huta;50.932033299684534;21.382677951421147
Huta Czechy;51.944567636091826;21.59888695361324
Huta Deręgowska (przystanek kolejowy);50.53112;22.264733
Huta II;50.93270432072198;21.380652673330413
Huta Krzeszowska (przystanek kolejowy);50.53055;22.456953
Huta Krzeszowska - nieczynna;50.530485859629565;22.45542244309753
Huta Szklana (przystanek kolejowy);52.9282;16.065972
Idzikowice;51.448;20.3106
Iglice (przystanek kolejowy);53.714;15.4694
Ignacewo (przystanek kolejowy);52.388000000000005;18.4222
Imbramowice;50.963;16.5789
Imielin;52.14916666;21.046388888
Inica (przystanek kolejowy);53.358000000000004;15.465
Inowrocław;52.80530977127192;18.244550913823897
Inowrocław Mątwy;52.755;18.2519
Inowrocław Rąbinek;52.76940194970639;18.243177232103594
Inwałd;49.85304587358414;19.38784990896877
Irządze (przystanek kolejowy);51.585;16.4286
Iwaniska;50.5;20.53
Iwin;53.795;16.5167
Iwiny (stacja kolejowa);51.218;15.7097
Iwno (stacja kolejowa);51.41;16.4678
Iwowe;51.968999999999994;21.8736
Izbica;50.89060162429625;23.15540951971882
Izbica Kujawska;50.5;20.53
Izdebno (przystanek kolejowy);52.74638;17.650572
Iława Główna;53.58252752355779;19.5738383195445
Iława Miasto;53.59592450126493;19.547662678132376
Iłowa;51.50265997570125;15.188606477374424
Iłowa Żagańska;51.5;15.1883
Iłowiec;52.18454975494186;16.800171745109296
Iłowo;53.163999999999994;20.2944
Iłowo-Osada;53.165787163801404;20.293374719304573
Iłża;51.153;21.2367
Ińsko;53.434;15.5522
Jaborowice;50.245;18.1647
Jabłonka;53.673069999999996;21.030303
Jabłonka Słupecka;52.361000000000004;18.1211
Jabłonna I;52.37538;20.925694
Jabłonna II;52.381;20.9204
Jabłonowo Pomorskie;53.39312521761426;19.161934498012133
Jabłonowo Wielkopolskie;52.998999999999995;16.6914
Jabłowo;53.92259672294988;18.580213275193774
Jabłoń Kościelna;52.90813460071045;22.649945337224025
Jabłońskie (stacja kolejowa);54.275;22.2464
Jacinki (stacja kolejowa);54.133;16.6211
Jackowice;52.15716209111866;19.79465127325628
Jackowo Dworskie;52.632;20.775
Jacków;50.964187293084564;19.35463684495089
Jaczkowice Oławskie;50.913999999999994;17.2855
Jadachy;50.48293182824647;21.696367081168837
Jadachy (przystanek kolejowy);50.482;21.6967
Jadowniki;52.85069278763113;17.84378584858821
Jadowniki (przystanek kolejowy);52.851000000000006;17.8456
Jadwiżyn;53.12400254681128;17.373445900083585
Jadzinek (przystanek kolejowy);50.298;20.5919
Jagielno;50.63861;17.199742
Jagodzin (stacja kolejowa);51.355;15.17
Jajkowo (przystanek kolejowy);53.3;19.4994
Jaksice;52.85626245109341;18.199024065384187
Jaktorów;52.0863771182835;20.55092000986672
Jakubowice;50.81069272926736;21.66502504458673
Jakubowo (przystanek kolejowy);53.808;19.2758
Jakubowo Lubińskie (przystanek kolejowy);51.451;15.8764
Jakuszyce;50.819620718742144;15.434314614666347
Jamielnik;53.528999999999996;19.5031
Jamielnik - Kolonia; nieczynny;51.94652612386353;22.045979575439784
Jamiołki (przystanek kolejowy);53.008630000000004;22.645303
Jamrzyno (stacja kolejowa);54.343;17.265
Jamy (przystanek kolejowy);50.96;18.4211
Janiki Wielkie (przystanek kolejowy);53.821000000000005;19.7086
Janikowo;52.748759901667775;18.116018237347387
Janików (stacja towarowa);51.567;21.5906
Janinów (stacja kolejowa);51.056000000000004;18.6047
Janisław (przystanek kolejowy);53.744;15.2669
Janisławiec;54.60714274569724;17.718751610173328
Janisławiec (przystanek kolejowy);54.606;17.7192
Jankowa;49.6950962030836;20.933841693449907
Jankowa Żagańska (stacja kolejowa);51.566;15.1811
Jankowce;49.485174908967714;22.358906993292354
Jankowo Dolne;52.538691854460204;17.719117732798612
Jankowo Pomorskie;53.516600969398546;15.774154610547216
Jankowo Pomorskie Wąskotorowe;53.518;15.7789
Janków Przygodzki;51.60968201640106;17.809395234783825
Jankówko (stacja kolejowa);54.131;19.8775
Janopole (przystanek kolejowy);52.948;16.0581
Janowice Wielkie;50.87848262705303;15.918744687571753
Janowice nad Nidzicą;50.388000000000005;20.2103
Janowiec Wielkopolski;52.753;17.4861
Janowo Wielkopolskie;52.271;17.6289
Jantar;54.3335169528314;19.025454983354923
Jantar Leśniczówka;54.33450148217194;19.003661193052626
Jantar Młyn;54.33320952003081;19.04553019190833
Jantar Port;54.33341348252269;19.03352443838037
Janów Podlaski;52.188;23.1997
Janówek;52.324877649148;20.282297843440315
Janówek Pierwszy;52.425242845822076;20.777380872140533
Jarchliniec (przystanek kolejowy);53.677;15.2011
Jarchlino (przystanek kolejowy);53.676;15.2214
Jarnuty (przystanek kolejowy);52.98583000000001;21.655856
Jarocin;51.968788519027825;17.49505572591424
Jarocin (stacja kolejowa);51.96916666;17.494722222
Jarogniew (przystanek kolejowy);54.071999999999996;15.6442
Jarogniewice (stacja kolejowa);51.832;15.4928
Jarosty;51.462623891888676;19.693317715277413
Jaroszowiec;50.342266073330144;19.621422806676687
Jaroszowiec Olkuski;50.341;19.62
Jarosław;50.01;22.6774
Jarosławiec;50.711000000000006;23.3936
Jarosławsko (stacja kolejowa);53.001999999999995;15.4175
Jarszewo;53.928999999999995;14.08.
Jaryszewo Obornickie;52.701;16.5961
Jarzeń (przystanek kolejowy);54.38111;20.295297
Jarzębia Łąka;52.458;21.4472
Jarzębiec;54.31237454822207;19.993502534972066
Jasice;50.852;21.6272
Jasienica;53.586999999999996;14.5433
Jasienica Dolna;50.50413293257297;17.503930903993528
Jasienica Gubińska;51.84;14.8248
Jasienica Mazowiecka;52.41591042097147;21.399738435262233
Jasienica k. Bielska;49.807028424889964;18.9087173038019
Jasień;54.327;17.5939
Jasień Brzeski;49.98701491155289;20.559052666322405
Jasiniec Białebłota;53.099;17.8883
Jasiona;50.45885489725804;18.075978677513753
Jasiona (przystanek kolejowy);50.458999999999996;18.0752
Jasionka (przystanek kolejowy);51.596959999999996;15.267514
Jasionna;52.12421408547957;20.122623175564023
Jasionna Łowicka;52.123999999999995;20.1237
Jasionno (przystanek kolejowy);54.091;19.3675
Jaski (przystanek kolejowy);51.854;22.6008
Jastarnia;54.701;18.6775
Jastarnia Wczasy;54.708999999999996;18.65
Jastrowie;53.40821705652941;16.798168473457068
Jastrowie Miasto;53.415;16.8194
Jastrząb;51.249192296002455;20.98559029795969
Jastrząbka (stacja kolejowa);53.132509999999996;21.2475
Jastrzębie Pomorskie;53.51983295704925;18.26671067081789
Jastrzębie Zdrój;49.95442950422344;18.578992308136584
Jastrzębie Zdrój Bzie;49.95704785295026;18.660906491372774
Jastrzębie Zdrój Górne;49.957059839786616;18.606334120556948
Jastrzębie Zdrój Moszczenica;49.945;18.5434
Jastrzębie Zdrój Ruptawa;49.918;18.6014
Jastrzębie Zdrój Szotkowice;49.9333195535445;18.526843127670173
Jastrzębie Śląskie;51.01608965405343;17.763179976991328
Jastrzębie-Zdrój Zofiówka;49.933;18.5881
Jastrzębiec (przystanek kolejowy);52.8;14.1744
Jastrzębna;53.746279931635364;23.19766151690725
Jastrzębsko;52.295337915972176;16.06223481322776
Jaszczów;51.202375973384896;22.91013655714281
Jasło;49.736999999999995;21.4711
Jasło Niegłowice;49.72620525316957;21.451373237444688
Jasło Towarowe;49.745;21.5178
Jatki;53.9;14.9208
Jawiszowice Jaźnik;49.95;19.1183
Jawiszów (przystanek kolejowy);50.6989;16.057236
Jawor;51.05542268801915;16.19694731560408
Jawornik Polski;49.888000000000005;22.275
Jaworowo (przystanek kolejowy);52.386;17.7378
Jaworze Jasienica;49.806000000000004;18.9328
Jaworze-Jasienica;49.806656622120215;18.933032335922974
Jaworzno (stacja kolejowa);50.207;19.2617
Jaworzno Azot;50.191;19.2603
Jaworzno Byczyna;50.156000000000006;19.3122
Jaworzno Ciężkowice;50.21045111092264;19.33863334145857
Jaworzno Niedzieliska;50.226000000000006;19.2603
Jaworzno Szczakowa;50.246397811328976;19.297178938480624
Jaworzno Szczakowa Lokomotywownia;50.25196;19.276692
Jaworzno Szyb Sobieski;50.184;19.2614
Jaworzno koło Wielunia;51.0146025895859;18.653204643386072
Jaworzyna Śląska;50.91229457005836;16.429066677554744
Jazy;54.129;15.7919
Jaśkowice;49.96176930019624;19.674473029651736
Jaślany;50.40119113766351;21.469248677534623
Jaźwiny;51.977;21.4119
Jedlanka;51.943961012939965;22.125678042989687
Jedlicze;49.71901166096082;21.648093015517524
Jedlicze Męcinka;49.72608793310037;21.626062370142456
Jedlina Dolna;50.715;16.3549
Jedlina Górna;50.73007791556897;16.322089885930442
Jedlina Zdrój;50.71160183396057;16.342886254182506
Jedlnia Kościelna;51.4551617801113;21.407875239314762
Jedlnia Letnisko;51.428999999999995;21.3275
Jedlnia-Letnisko;51.42977676490438;21.328667061327188
Jeglia;53.39116282065015;19.874177963356495
Jegłowa;50.72169;17.163906
Jejkowice (przystanek kolejowy);50.108000000000004;18.4869
Jelcz - Laskowice;51.03671836642286;17.346298192237484
Jelcz Laskowice (stacja kolejowa);51.037;17.345
Jelcz Miłoszyce;51.044;17.3061
Jelenia Góra;50.90248570158959;15.755711135898235
Jelenia Góra - Sobieszów;50.851960650055425;15.645617975573494
Jelenia Góra Celwiskoza;50.891727591820285;15.709677058804429
Jelenia Góra Cieplice;50.87006503801749;15.688525155942573
Jelenia Góra Orle;50.86418;15.657561666
Jelenia Góra Sobieszów;50.851000000000006;15.6456
Jelenia Góra Zachodnia;50.900673544499426;15.719391340570455
Jelenia Góra-Orle;50.86422056781317;15.657587708764966
Jelenin;52.90465815074152;14.484546296010803
Jelenin Żagański;51.676;15.4403
Jelenino;53.659;16.6258
Jeleń;51.50205431066018;20.073014052555024
Jeleśnia;49.65245359287185;19.321279634608842
Jeleśnia (stacja kolejowa);49.652;19.32
Jelna;50.304060638762685;22.364715279054593
Jelna (przystanek kolejowy);50.30388;22.364917
Jelonek;52.504;17.6283
Jelonki (przystanek kolejowy);52.89001;21.753075
Jemielna Oleśnicka;51.24065441009907;17.57976795576991
Jemielno Górowskie;51.523;16.5283
Jemna (przystanek kolejowy);50.59168;16.654444
Jerka (przystanek kolejowy);51.997;16.8589
Jeruty;53.55270526955015;21.15422206157966
Jerzkowice (stacja kolejowa);54.327;17.5939
Jerzmanice Lubuskie;52.306693260431395;14.867270264083455
Jerzmanice Zdrój;51.113112970992006;15.890360249337835
Jerzmanki;51.12782614868792;15.060762258050234
Jerzmanki (stacja kolejowa);51.126999999999995;15.0636
Jerzmanowo (stacja kolejowa);52.5;18.9178
Jesionka;52.0143627906771;20.33333863639235
Jeziernik (stacja kolejowa);54.205;18.9789
Jezierzany;51.23632667309272;16.095973231649314
Jezierzyce Słupskie;54.50422701492504;17.12272151018405
Jezierzyce Wielkopolskie;51.977779999999996;16.705858
Jeziorany;53.979;20.7647
Jeziorki Wałeckie;53.22555954315136;16.107653027199703
Jeziorna (przystanek kolejowy);52.09361;21.116969
Jeziorna (stacja kolejowa);52.09669;21.114728
Jezioro Wirów;53.221000000000004;14.5736
Jełowa;50.79356879951458;18.04663702681765
Jeże (przystanek kolejowy);53.49083;21.876397
Jeżewo;53.50735110582474;18.48882786004156
Jeżów;51.257;19.1672
Jeżów Sudecki (przystanek kolejowy);50.927;15.7367
Jeżówka;50.0;19.8244
Jonkowo;53.81573813560027;20.296957894183414
Jonkowo (przystanek kolejowy);53.815;20.2956
Jordanów;49.63744773381321;19.832574711705977
Jordanów Śląski;50.861000000000004;16.8647
Judenrampe;50.032864000000004;19.1901341
Jugowice;50.73206796042347;16.405286274991234
Jugowice (stacja kolejowa);50.73216666;16.405125
Julianka;50.764673477344125;19.472808332532715
Junoszyno;54.332189381562856;19.071083221634932
Jurata;54.685;18.7122
Jurkowo Wielkopolskie;51.96946;16.744453
Jurkowo Węgorzewskie (stacja kolejowa);54.0739;22.052231
Jurków (przystanek kolejowy);50.357;20.6419
Justynów;51.73074411531207;19.68430742447237
Juszczyn;49.70653321337074;19.69239648217493
Juszkowo;54.25;18.5975
Jutrosin;51.67100000000001;17.1514
Józefów;52.136194931383;21.23643509020692
Józefów Roztoczański;50.518;23.0397
Józefów WKD;52.13;21.2222
Józefówek;50.351000000000006;17.6584
Jędrzejewo Wielkopolskie;52.848;16.6128
Jędrzejów;50.644;20.2755
Jędrzejów Główny;50.644248201336794;20.275495079386808
Jędrzejów Wąskotorowy;50.5;20.53
Jędrzejów Wąskotorowy Osobowy;50.64297;20.289611
Jędrzychowice;51.17368635006322;15.017815902263793
KIELCE SŁOWIK;50.83427559802568;20.538498533091538
KIELCE-Herbskie;50.88712487485524;20.60373220147639
KOSOWO WIELKOPOLSKIE;51.8791224940722;16.909770504210186
Kabaty;52.131;21.065
Kaczanowo;52.297;17.5805
Kaczkowo;51.7444347681561;16.678275325697676
Kaczorowo;52.726000000000006;20.1731
Kaczory;53.105047265684156;16.88284781549859
Kaczorów;50.913000000000004;15.9539
Kaczyce;49.83214688108612;18.610229883264594
Kadyny;54.2975;19.473636
Kadzidło (stacja kolejowa);53.333;21.4667
Kadłub (stacja kolejowa);50.602;18.2811
Kalembina;49.869257727856215;21.685069365235066
Kaletnik;54.17813647139718;23.092275911299982
Kalety;50.56593775521493;18.8883578069282
Kalina Mała (przystanek kolejowy);50.36696;20.109739
Kalina Wielka (przystanek kolejowy);50.382;20.1614
Kalinowo (stacja kolejowa);53.873000000000005;22.6717
Kaliska;53.90325112870318;18.21629995002816
Kaliska (przystanek kolejowy);53.903;18.2169
Kaliska Kraińskie;53.30933;16.830694
Kaliska Kujawskie;52.41201031806346;19.12385908133294
Kalisz;51.74277;18.071667
Kalisz - Winiary;51.733472907106545;18.14119166505589
Kalisz Kaszubski;54.04458074456237;17.786048403235807
Kalisz Pomorski;53.27771681453761;15.880773616196507
Kalisz Pomorski (stacja kolejowa);53.277;15.8811
Kalisz Pomorski Miasto;53.28915727211448;15.90429754481586
Kalisz Szczypiorno;51.725889392881854;18.027347192455828
Kalisz Wąskotorowy;51.78;18.0889
Kaliszki;53.61912435350335;21.988382414397936
Kaliszki (przystanek kolejowy);53.61891;21.988356
Kalwaria Zabrzydowska;49.87413192958317;19.674080339366157
Kalwaria Zabrzydowska- Lancokorona;49.87137491536493;19.688480471798503
Kalwaria Zebrzydowska;49.873999999999995;19.6747
Kalwaria Zebrzydowska Lanckorona;49.87111111;19.688611111
Kamienica;53.475351045871705;17.822043333838522
Kamienica Królewska (przystanek kolejowy);54.396;17.8897
Kamienica Wąskotorowa;52.321999999999996;18.2039
