station,voivodeship,latEPSG2180,lonEPSG2180,latWGS84,lonWGS84
Jarosty,łódzkie,548149.72,399789.27,51.46262389188868,19.693317715277413
Skrzynki,łódzkie,566999.34,415444.32,51.60149257501722,19.967682251224442
Żakowice,łódzkie,554680.59,429846.66,51.73234900799553,19.792036421934643
Chechło,łódzkie,519720.78,419815.96,51.64445439820927,19.285096698638153
Niedźwiada,łódzkie,560448.54,475286.59,52.140383742019395,19.883564725791683
Przyłęk Duży,łódzkie,563221.4,442139.51,51.841997775735855,19.917973636729016
Zosinów,łódzkie,548852.19,480251.6,52.186180576495055,19.714794079895928
Maków,łódzkie,571916.1,453387.28,51.94208856349439,20.046546293593458
Strzelce,łódzkie,525123.89,495276.96,52.32289727263663,19.368737242451886
Ostrowy,łódzkie,513105.79,492554.14,52.29882945075704,19.192245966759824
Florek,łódzkie,521927.28,488383.51,52.26104112202303,19.321373276941607
Stare Grudze,łódzkie,561825.8,465120.3,52.048811927076585,19.901847779622432
Mysłaków,łódzkie,569476.01,470034.08,52.092090590088915,20.014423799394557
Bełchów,łódzkie,570878.94,462711.51,52.026067278706265,20.03338381331979
Gawrony,łódzkie,515027.17,471812.02,52.11224060433043,19.219508930959073
Grotniki,łódzkie,521400.99,446842.74,51.88746868780349,19.311052700189006
Kamień Łowicki,łódzkie,551698.51,458327.55,51.98876360994965,19.753110484247234
Glinnik,łódzkie,534476.76,446940.67,51.88769364587515,19.50110591895428
Zgierz Północny,łódzkie,526463.84,444817.17,51.86903393368186,19.38448165784511
Smardzew,łódzkie,532176.07,445094.54,51.87122803267765,19.46749531661206
Swędów,łódzkie,537123.22,448949.16,51.90558676293976,19.539785791880927
Bratoszewcie,łódzkie,544444.98,452442.26,51.93646456369104,19.64669150517558
Głowno,łódzkie,548278.88,455268.52,51.96156166422003,19.702869108347848
Gałkówek,łódzkie,550512.39,429518.48,51.72978893820848,19.731618826009218
Justynów,łódzkie,547244.96,429592.99,51.73074411531207,19.684307424472372
Koluszki,łódzkie,556491.87,431148.91,51.74388059666147,19.818481145148393
Rogów Towarowy Wąskotorowy,łódzkie,560650.24,438954.17,51.813637852150286,19.8800868080706
Rogów Osobowy Wąskotorowy,łódzkie,560967.63,439346.11,51.817127963695334,19.8847608458756
Rogów,łódzkie,561092.18,439494.47,51.81844853407841,19.88659426560577
Stacja Łódz-Radogoszcz(Radegast),łódzkie,533104.4,437417.69,51.80213121493189,19.48024771842903
Łódź - Olechów,łódzkie,541074.62,429299.07,51.72858711588126,19.59490561003323
Łódź - Andrzejów,łódzkie,542674.4,430638.11,51.7405102571884,19.618238951853957
Antoniów,łódzkie,583190.97,401704.35,51.47577699718309,20.198241338716738
Bratków,łódzkie,577444.71,399335,51.455286348196736,20.114973103518572
Petrykozy,łódzkie,595020.46,381873.61,51.29559365077425,20.363268976331387
Gawrony,łódzkie,583723.29,393477.64,51.40171947149824,20.203960003721416
Sitowa,łódzkie,592227.07,386645.82,51.33896646330288,20.324438899578023
PKP Drzewica,łódzkie,601845.78,397710.12,51.43681003569701,20.465699089946106
Rokiciny,łódzkie,553970.69,422633.62,51.667548948558924,19.780637627066504
Brzustów,łódzkie,579582.38,403630.62,51.49361876262239,20.146710892499506
Jeleń,łódzkie,574454.17,404490.91,51.50205431066018,20.073014052555024
Tomaszów Mazowiecki Białobrzegi,łódzkie,573885.58,406970.38,51.52442648197467,20.065341248915416
Wolbórka,łódzkie,550081.88,414287.13,51.592845063630996,19.723199838721925
Gorzkowice,łódzkie,542118.85,372567.72,51.21826987861566,19.603260965155137
Rozprza,łódzkie,545985.33,381827.99,51.30126007636439,19.65982746407729
Radomsko,łódzkie,530654.03,356510.1,51.0745674684371,19.43769025858195
Błaszki,łódzkie,463424.88,423175.17,51.67382221017256,18.470902641575023
Sędzice,łódzkie,470249.15,418128.18,51.6288330517279,18.57004916533394
Skalmierz,łódzkie,460545.57,425880.11,51.69795462400106,18.428946563819025
Sieradz Męka,łódzkie,484555.86,416539.7,51.61512101009506,18.776873285762242
Sieradz Warta,łódzkie,481327.4,415201.76,51.60298946094946,18.730302455095643
Męcka Wola,łódzkie,489377.22,415857.99,51.609101270124,18.84654944957574
Zduńska Wola Karsznice Płd,łódzkie,500369.79,412665.78,51.58048979637599,19.005338416390437
Ważne Młyny,łódzkie,510284.28,352350.87,51.0378819770461,19.146726731681998
Pieńki Dubidzkie,łódzkie,510010,359532.67,51.10248756956754,19.143012521760912
Dzietrzniki,łódzkie,473053.36,361222.43,51.11714036372545,18.614892007878204
Wieluń,łódzkie,470857.89,373061.33,51.2235201598415,18.582556002745587
Pątnów Wieluński,łódzkie,474397.44,366033.88,51.160480079114734,18.633758246698342
Biała,łódzkie,459847.36,377531.27,51.263055669939895,18.424342193565025
Wieruszów,łódzkie,441784.82,381759.51,51.299524076367426,18.164719776124652
Pieczyska,łódzkie,445593.53,380130.61,51.285250901696045,18.219610491344955
Wieruszów,łódzkie,439493.57,381823.14,51.29985726325816,18.13183775244745
Kutno,łódzkie,523818.55,484599.07,52.226928514415896,19.34882482398435
Krzewie,łódzkie,511389.05,485504.94,52.23547281956021,19.16682549681131
Żychlin,łódzkie,542267.35,483192.08,52.21316811502435,19.618819926564576
Łowicz,łódzkie,564818.89,470068.64,52.09296681832556,19.94644186106247
Krępa,łódzkie,556294.9,461896.2,52.020408385590805,19.820647363074784
Łowicz,łódzkie,565373.41,471460.4,52.105416607466985,19.954804581443025
Bednary,łódzkie,572847.35,471555.16,52.10533427245031,20.063965391935746
Płyćwia,łódzkie,568983.51,450607.3,51.91746149286843,20.003319848819142
Dąbrowice,łódzkie,575819.65,452478.46,51.93339778538438,20.1031404573805
Kraski,łódzkie,493564.18,463611.74,52.0386579821575,18.90614343305806
Witonia,łódzkie,518910.62,476791.96,52.156907684119155,19.276512819231126
Łęczyca,łódzkie,513245.37,464801.91,52.04924088237566,19.193209108601184
Otok,łódzkie,494342.97,434344.13,51.77543970530892,18.917981734885245
Kłudno,łódzkie,496149.49,455709.04,51.96760787363033,18.943935059443252
Poddębice,łódzkie,495229.96,445917.71,51.87953978284976,18.93068212430152
Kontrewers,łódzkie,523406.58,444330.69,51.86479543215114,19.34003195948809
Pustkowa Góra,łódzkie,518372.77,450874.01,51.92383284334072,19.267254681996857
Ozorków,łódzkie,518267.7,456241.54,51.9721099395445,19.2660117734323
Zgierz,łódzkie,529310.38,442633.6,51.84925331998578,19.425651272235225
Stryków,łódzkie,540846.22,449545.53,51.91068940274759,19.593987383887896
Bedoń,łódzkie,544403.62,429695.39,51.731897468328114,19.643168725468964
Pabianice,łódzkie,522449.92,421632.84,51.66069309760191,19.32466704536294
Dobroń,łódzkie,516665.13,418120.5,51.62930412918737,19.240841865998654
Łódź-Żabieniec,łódzkie,528058.1,436455.03,51.79374947891197,19.40696493344685
Łódź - Chojny,łódzkie,533475.49,428979.11,51.726215071490714,19.4848173072286
Łódź - Widzew,łódzkie,537507.94,433083.92,51.7628768457521,19.543658557637404
Lublinek,łódzkie,524839.11,428378.61,51.72126366604574,19.35969899347926
Łódź Radogoszcz Zachód,łódzkie,528619.36,439530.5,51.82138093000353,19.415359578375543
PKP Opoczno,łódzkie,588485.33,390343.68,51.37281434438354,20.27164009777436
Chrusty Nowe,łódzkie,554895.72,425722.49,51.69523835157467,19.794502032522857
Zaosie,łódzkie,564583.45,418990.7,51.6336677700299,19.933448339283487
Łaznów,łódzkie,552270.95,418637.16,51.63176794369771,19.755457054165557
Rusiec Łódzki,łódzkie,497859.31,383354.64,51.31684664936259,18.969273725279233
Milejów,łódzkie,547041.76,387891.64,51.355710564558684,19.67578586491559
Wilkoszewice,łódzkie,543978.57,376274.18,51.25146653745434,19.630351101488216
Luciążanka,łódzkie,545195.47,379145.02,51.277192275956246,19.6481550103413
Baby,łódzkie,549665.78,407954.85,51.535931783941926,19.716296298806263
Moszczenica,łódzkie,548610.02,404367.94,51.50376407237964,19.700575864934063
Bobry,łódzkie,528388.26,351418.49,51.0288856183444,19.40494001346902
Kamieńsk,łódzkie,534796.75,368912.36,51.18588514988319,19.49803782339309
Gomunice,łódzkie,534034.05,366455.76,51.16383496126568,19.486889129831315
Gorzędów,łódzkie,537968,370164.43,51.19694489179863,19.54355756919256
Dobryszyce,łódzkie,531092.44,362061.73,51.124479529155224,19.44442835289119
Piotrków Trybunalski,łódzkie,547610.35,393996.46,51.410569707248,19.68477234417232
Kolumna,łódzkie,513532.63,416495.26,51.61477054172784,19.195508950839304
Łask,łódzkie,507754.69,415246.43,51.60364758961868,19.112006342752473
PKP Kozuby,łódzkie,501583.3,403009.5,51.493635543069466,19.022813604079886
PKP Chociw Łaski,łódzkie,498793.8,393323.86,51.406518947816856,18.982653034849218
Szadek,łódzkie,497343.84,423480.28,51.67775171363849,18.961572667451584
Zduńska Wola Karsznice,łódzkie,499642.32,413600.35,51.58889560400418,18.994835454890836
Zduńska Wola,łódzkie,496343.4,416093.25,51.61130565738778,18.947176320581285
Chorzew - Siemkowice,łódzkie,495892.7,371429.44,51.209571196418615,18.941183170470314
Nowa Brzeźnica,łódzkie,510268.04,356179.95,51.072325168360365,19.146603750650712
Biała,łódzkie,501517.14,367642.66,51.17552224762243,19.021709547321798
Działoszyn,łódzkie,493912.88,361221.83,51.11773671156,18.913004916169438
Wieluń-Dąbrowa,łódzkie,468612.09,374870.84,51.239676755651026,18.550228588945565
Józefów,łódzkie,453796.67,378813.12,51.274126210558364,18.337435085088543
Trzebinia,małopolskie,532286.39,254229.01,50.154407089273164,19.452090866437576
PKP Zastów,małopolskie,576395.47,251278.31,50.123819846720004,20.069056359854798
Goszcza,małopolskie,575746,258028.32,50.18461929160247,20.06131278445195
Borek Szlachecki,małopolskie,555395.21,233531.38,49.96650443050013,19.772651390398526
Wielkie Drogi,małopolskie,550982.84,232713.38,49.959539158866576,19.711004567664254
Słomniki,małopolskie,575827.55,265203.07,50.24914475772914,20.06388958759781
Zabierzów,małopolskie,557077.77,250378.5,50.11789935018044,19.79862785926419
Rudawa,małopolskie,551569.56,250461.79,50.11915307231009,19.721575486360734
Skawina,małopolskie,558966.08,234764.8,49.97725772327399,19.822641686547648
Kraków Balice,małopolskie,557256.42,244871.09,50.06833896462838,19.800301630017927
PKP  Baranówka,małopolskie,578237.49,253841.23,50.14663291031435,20.095354364475487
Wola Radziszowska,małopolskie,555775.44,226845.41,49.90632184507679,19.776986484523913
Kraków Business Park,małopolskie,558878.58,249034.97,50.10563741063369,19.823614604771397
PKP Batowice,małopolskie,571172.47,249374.14,50.107341247700894,19.995624038627334
PKP Niedźwiedź ,małopolskie,577118.93,260237.72,50.20431519022427,20.080994610908483
Charsznica,małopolskie,566948.99,281417.44,50.39606710244712,19.942218200997484
Miechów,małopolskie,571874.28,276719.59,50.35322901265107,20.010625854032053
Szczepanowice,małopolskie,572933.11,270983.32,50.301502076661905,20.024401656436474
Tunel,małopolskie,570390.69,285649.99,50.43373552002832,19.991442376801945
Kozłów,małopolskie,571809.99,290256.9,50.47500099949437,20.012313713946337
Olkusz,małopolskie,540803.02,267607.72,50.2742362000267,19.57277859957111
Jaroszowiec,małopolskie,544205.15,275197.42,50.34226607333014,19.621422806676687
Brzesko,małopolskie,615303,236741.76,49.986803753678814,20.608948953398667
Biadoliny,małopolskie,624381.63,238834.38,50.00379636715003,20.73625139420081
Sterkowiec,małopolskie,620323.69,237642.83,49.99391449535901,20.67925916630316
Jasień Brzeski,małopolskie,611726.92,236689.5,49.98701491155289,20.559052666322412
Kłokowa,małopolskie,640333.03,233565.76,49.95287899529604,20.956865162269573
Wola Rzędzińska,małopolskie,648419.68,242962.91,50.03541111775899,21.073183986853508
Bogoniowice Ciężkowice,małopolskie,642206.79,216473.13,49.79874579800612,20.976691124540867
Pławna,małopolskie,640454.53,211504.33,49.754479736413565,20.95055463401747
Bogumiłowice PKP,małopolskie,634127.01,239490.33,50.007579901414175,20.872442892551177
Siedliska Lubaszowa,małopolskie,646351.45,223995.76,49.86538756312668,21.037104741810843
Łowczówek Pleśna,małopolskie,639889.45,230776.96,49.92790729474241,20.949670894935803
Chojnik,małopolskie,642520.99,222248.17,49.8505983091259,20.98317828041086
Łowczów,małopolskie,643770.55,229221.01,49.91299550967168,21.003148189881227
Gromnik,małopolskie,640991.66,220397.15,49.83431646308423,20.961237240506513
Tuchów,małopolskie,647615.01,227010.76,49.89218559521078,21.055831832379248
Łukowa Tarnowska,małopolskie,639113.96,247780.21,50.08097440873322,20.945030958403375
Tarnów-Mościce,małopolskie,637925.71,239465.14,50.006485781247974,20.925433273349316
Tarnów,małopolskie,641435.78,239425.63,50.005307333710014,20.974388630077225
Rzezawa,małopolskie,608312.84,236316.74,49.98429272527466,20.511324880247678
Cikowice,małopolskie,599191.78,236106.63,49.983990797093256,20.38404259067941
Bochnia,małopolskie,602543.98,235424.69,49.97729012829435,20.43061939297538
Kłaj,małopolskie,593295.52,237964.71,50.0016553353117,20.302245410366304
Rudzice,małopolskie,581531.32,239755.13,50.01948664102127,20.138454568058883
Podgrabie Wisła,małopolskie,582916.5,242048.85,50.03992700973254,20.158288417757046
Wieliczka Bogucice,małopolskie,574234.29,237318.9,49.99852687660047,20.036110442543887
Wieliczka Park,małopolskie,575186.75,236311.28,49.98934362255486,20.04920461736678
Wieliczka Rynek-Kopalnia,małopolskie,575740.53,235907.79,49.98564400033473,20.056851495144763
Kraków-Lubocza,małopolskie,576842.02,247578.69,50.090484067890316,20.074559183670306
Kraków Nowa Huta,małopolskie,580686.47,247607.93,50.090237102088075,20.12831538420315
Kraków Nowa Huta Północ,małopolskie,582052.2,247967.52,50.093284385641056,20.147486900602093
Kraków Swoszowice,małopolskie,566493.77,237410.87,50.000268555909706,19.928105468770873
Kraków Bonarka,małopolskie,567728.24,240637.15,50.02915148326843,19.94590306418017
Kraków Płaszów,małopolskie,569819.28,241257.32,50.03448848060961,19.975215418476676
Kraków Krzemionki,małopolskie,568636.31,241948.2,50.04084090148967,19.958818277115896
Stacja PKP Kraków Główny,małopolskie,567803.28,244899.24,50.06748234315614,19.94770565671185
Kraków Mydlniki,małopolskie,561422.61,246634.17,50.08378292412111,19.858811124276922
Kraków-Łobzów,małopolskie,565646.18,246476.87,50.0819161013304,19.917830302071312
Chrzanów,małopolskie,528445.92,251862,50.13330959165799,19.398139273643267
Libiąż,małopolskie,523270.71,249606.55,50.11324435831059,19.325568902638953
Regulice,małopolskie,537787.4,245734.1,50.07765991716326,19.528274094668358
Dulowa,małopolskie,537202.01,252715.13,50.1404996947831,19.520771212064588
?,małopolskie,537745.48,247995.01,50.09800225927118,19.52791144955821
Balin,małopolskie,527420.61,256898.29,50.178665919914465,19.384151881651917
Trzebienia Siersza,małopolskie,532160.77,257462.93,50.18350695247952,19.450605409880886
Piła Kościelecka,małopolskie,533061.82,252035.63,50.13463215881507,19.46275804854373
Kęty Podlesie,małopolskie,514128.05,223444.83,49.878163211323155,19.196697066249524
Bulowice,małopolskie,520813.29,223257.16,49.87627952703793,19.28976082384152
Zamek Bulowicki,małopolskie,519054.07,223677.48,49.880119701423915,19.265290123724334
Grodzisko P.K.,małopolskie,532750.86,232755.25,49.9611955681953,19.45675662512333
Brzeszcze Jawiszowice,małopolskie,509207.79,233921.79,49.97251879451226,19.128445445701995
Przeciszów,małopolskie,526429.53,238529.64,50.01345897798101,19.36899621272903
Zator,małopolskie,530689.59,237310.36,50.00228537767984,19.428373948436242
Sucha Beskidzka PKP,małopolskie,541852.74,208306.3,49.740670839878085,19.581045874999035
Zembrzyce,małopolskie,542523.76,212272.07,49.77630239628358,19.590794537361855
Lachowice Centrum,małopolskie,534103.14,205100.66,49.71231974205159,19.473181281241356
Lachowice,małopolskie,536298.6,206358.72,49.723509872307645,19.50375917670716
Stryszawa,małopolskie,537787.8,207430.83,49.733063712941714,19.524529621378058
Maków Podhalański,małopolskie,548778.93,206829.73,49.72686466474767,19.677011472974282
Hucisko,małopolskie,529382.1,202433.17,49.688569417210864,19.407477962659936
Kurów Suski,małopolskie,531291.45,204600.57,49.70797325358708,19.434130197088862
Jordanów,małopolskie,560097.32,197004.31,49.63744773381321,19.832574711705977
Bystra Podhalańska,małopolskie,556796.56,199325.61,49.65865098291086,19.787188107792428
Osielec,małopolskie,554484.13,201132.5,49.67512008525655,19.755393003789834
Kojszówka,małopolskie,552137.53,202776.01,49.690113614674296,19.72308071297769
Juszczyn,małopolskie,549908.25,204580.11,49.70653321337074,19.69239648217493
Przytkowice,małopolskie,548769.09,225665.76,49.896322239810644,19.67924243937479
Miejsce,małopolskie,536325.31,239592.33,50.022497786838215,19.507251964484027
Spytkowice,małopolskie,534157.9,236521.7,49.99500142609165,19.476713751946157
Barwałd Górny,małopolskie,544679.67,222157.37,49.86507895644459,19.62188427339258
Ryczów,małopolskie,538793.24,235871.43,49.98886754988881,19.541336835505493
Półwieś,małopolskie,541274.59,234494.62,49.97631460636952,19.575812949365897
Klecza Dolna,małopolskie,538377.09,223598.56,49.878482057994255,19.534307752549033
Barwałd Średni,małopolskie,542950.4,222965.88,49.872479294096884,19.597906228902833
Kalwaria Zabrzydowska- Lancokorona,małopolskie,549457.85,222898.98,49.871374915364925,19.6884804717985
Kalwaria Zabrzydowska,małopolskie,548420.65,223196.01,49.87413192958317,19.674080339366153
Brzeźnica,małopolskie,545038.71,233528.6,49.96735154182754,19.628209034608723
Leńcze,małopolskie,552409.44,225230.66,49.892099940149976,19.729880988587823
Wadowice,małopolskie,536002.98,224378.36,49.885645203533,19.50132806340113
Klecza Górna,małopolskie,540778.35,222133.41,49.86514194478652,19.567583278354874
Stryszów,małopolskie,544752.46,217770.41,49.82560639431873,19.62239040918123
Stronie,małopolskie,548137.17,218684.03,49.83356338175718,19.669573111774447
Chocznia,małopolskie,532435.96,223046.09,49.87386332768081,19.451548562148677
Skawce,małopolskie,542422.1,214785.75,49.79892418261818,19.589656686430896
Andrychów,małopolskie,525333.6,220974.24,49.85556622311202,19.35254153039968
Inwałd,małopolskie,527872.3,220706.64,49.85304587358415,19.387849908968775
Andrychów Górnica,małopolskie,523303.75,221264.93,49.858263968362806,19.324312208224942
Chocznia Górna,małopolskie,531050.85,221805.07,49.86277173072576,19.432167084623007
Kasina Wielka,małopolskie,582975.18,206450.91,49.71971143488632,20.15146639635241
Mszana Dolna,małopolskie,577574.27,201211.1,49.67329673094946,20.075490262329783
Tymbark,małopolskie,595079.6,208361.79,49.735108091682406,20.319864315123755
Limanowa,małopolskie,602542.86,205962.78,49.71230390904179,20.42280352053046
Piekiełko,małopolskie,597467.41,209856.32,49.748168517405944,20.353375419857137
Skrzydlna,małopolskie,585317.61,207337.26,49.727356728153204,20.184159561972074
Stawiska-nieczynny,małopolskie,610224.99,203799.3,49.69148742013861,20.52874522613245
Mszana Dolna Marki,małopolskie,576503.38,199612.08,49.65904929755647,20.06033341923658
Raba Niżna,małopolskie,574000.53,196896.37,49.63493157652521,20.02513680464158
Pyzówka,małopolskie,569525.23,184157.75,49.52086544015995,19.96089658893931
Raba Wyżna,małopolskie,563761.78,189100.25,49.56596421912982,19.88205142054454
Rokiciny Podhalańskie,małopolskie,565492.26,190550.89,49.57882969305848,19.906228581949826
Sieniawa,małopolskie,566757.16,186132.2,49.53893959702306,19.922979291491632
Nowy Targ,małopolskie,573561.42,178878.35,49.47289462626892,20.015687656613473
Rabka-Zaryte,małopolskie,571551.76,195968.25,49.626877599429406,19.991049760269696
Chabówka,małopolskie,567651.9,192596.64,49.596995836248155,19.936460040024564
Skawa Środkowa,małopolskie,565017.27,194334.14,49.61291611518161,19.900283260134028
Skawa,małopolskie,563450,196296.17,49.63073382275003,19.878901717251757
Szaflary Wieś,małopolskie,573884.21,173423.3,49.423780749459404,20.019125903204802
Rabka Zdrój,małopolskie,568752.04,194016.96,49.609649025868684,19.951935099603386
Radziszów,małopolskie,558069.95,228140.97,49.917758140269974,19.809142116214332
Stacja Szaflary,małopolskie,573720.08,175258.07,49.440306674810955,20.017203631472242
Lasek,małopolskie,570917.07,181737.66,49.498932480077215,19.979695113861183
PKP Zakopane,małopolskie,569993.96,159703.59,49.300812165296605,19.96306005258385
Poronin PKP,małopolskie,572868.56,164415.81,49.34286897770635,20.003467086564697
Biały Dunajec ,małopolskie,573081.64,168117.72,49.37614719639267,20.007080808467308
Jankowa,małopolskie,639421.16,204873.56,49.6950962030836,20.933841693449903
Bobowa Miasto,małopolskie,639773.88,206350.27,49.70829309768297,20.939259774347477
Wilczyska,małopolskie,640139.07,202777.74,49.67608380392232,20.943041898764864
Gorlice-Zagórzany,małopolskie,658406.02,205394.36,49.69508393810502,21.197190416304398
Rzozów,małopolskie,557695.02,231191.43,49.94523632634629,19.804375059098195
Bobowa,małopolskie,641078.82,207324.79,49.71675146338341,20.957706082413836
Krynica,małopolskie,641930.61,173221.48,49.40988915616011,20.95721740506494
Leluchów,małopolskie,639932.01,160827.34,49.298895924686654,20.925316520426524
Krzeszowice,małopolskie,545272.49,251705.65,50.130856912634606,19.633618963352223
Kamionka Wielka,małopolskie,628676.37,191571.63,49.57786461695212,20.780517324255804
Milik,małopolskie,634399.54,165952.1,49.346226377861,20.85096534147578
Zubrzyk,małopolskie,627301.93,170310.44,49.38694686084324,20.75466051439161
Mszalnica,małopolskie,632127.48,193326.76,49.592903859569084,20.828835732574063
Ptaszkowa,małopolskie,635845.94,194656.15,49.60403398784691,20.880735651229102
Grybów,małopolskie,641292.67,197236.68,49.62598897182054,20.95702740622801
Stróże,małopolskie,642574.33,200506.82,49.65509257682257,20.97595846004359
Polna,małopolskie,643853.51,202778.12,49.67521189186609,20.994510620000558
Stary Sącz,małopolskie,618807.56,189268.16,49.559167723623695,20.643326798089696
Muszyna Poprad ,małopolskie,638566.98,164056.72,49.32824852165101,20.90766770932641
Powroźnik,małopolskie,640723.63,168513.01,49.36782848754002,20.938915608441445
Muszyna,małopolskie,637456.94,165915.64,49.34521672438296,20.89303572014249
Wola Filipowska,małopolskie,541294.8,251655.92,50.1306999260549,19.577946273872886
Łomnica Zdrój,małopolskie,625067.24,173842.68,49.419177711252104,20.72498635831199
Wiercholma Wielka,małopolskie,627338.61,172023.18,49.40234266624995,20.75571495929984
Młodów,małopolskie,622777.86,179350.65,49.46918128263452,20.69513217594715
Piwniczna - Zdrój,małopolskie,624472.79,176183.04,49.44034796190176,20.71752619477677
Piwniczna,małopolskie,624510.62,175223.64,49.431711764178424,20.717746487571212
Andrzejówka,małopolskie,632223.32,165309.34,49.340921838039954,20.82079686790826
Żegiestów Zdrój,małopolskie,630837.24,167750.61,49.36317597123441,20.802521955148308
Żegiestów,małopolskie,629587.36,168232.09,49.36777325842124,20.785468244179242
Barcice,małopolskie,619263.05,185674.88,49.526761092164556,20.64853638770535
Rytro,małopolskie,621660.58,181237.68,49.48637765320977,20.680294169628347
Nowy Sącz - Jamnica,małopolskie,625959.76,192575.76,49.58746705916234,20.743267445876786
Nowy Sącz - Miasto,małopolskie,622034.17,196254.37,49.62135583836249,20.690106617793973
Nowy Sącz - Biegonice,małopolskie,619980.26,192287.38,49.58609007695888,20.660461394394297
Nowy Sącz - Nowa Kolonia,małopolskie,622994.71,194631.21,49.60656321286807,20.70289457761006
PKP Łuczyce ,małopolskie,576720.61,255595.15,50.162607626352894,20.07447500165111
PKP Smroków,małopolskie,574568.48,268012.75,50.27457774285216,20.046781295099155
Jaśkowice,małopolskie,548361.12,232937.01,49.96176930019624,19.674473029651733
Zelczyna,małopolskie,553440.72,232895.88,49.960965795785995,19.745304407849435
Skawina Elektrownia,małopolskie,557385.14,234285.98,49.97310458585683,19.800516676807113
Słomniki Miasto,małopolskie,576711.56,263763.43,50.236081312219824,20.07599868793285
Podlesice,małopolskie,562403.05,281225.92,50.39484491620952,19.878216579011408
Bukwno Przymiarki,małopolskie,529156.2,267656.08,50.27536188626944,19.40929363587218
Bukowno ,małopolskie,532747.55,266448.89,50.264313508173345,19.45960270041475
Zarzecze,małopolskie,549654.23,277568.28,50.3631586922554,19.69833140837822
Chrząstowice,małopolskie,548708.56,275349.32,50.343276993922146,19.684745465473934
Wolbrom,małopolskie,554925.92,279074.83,50.376241898396856,19.77268509420752
Siedliska,małopolskie,645130.1,223451.28,49.86078932675463,21.019911447747948
Stanisławice,małopolskie,597172.7,236912.7,49.991573404312206,20.35608226787013
Staniątki,małopolskie,586635.96,238850.63,50.01062985265248,20.209512116329787
Szarów,małopolskie,589913.74,238809.38,50.00977289392231,20.255251648547976
Podłęże,małopolskie,583614.78,239692.59,50.01863508608223,20.167526806757834
PKP Kokotów,małopolskie,576641.92,239500.45,50.017845387245465,20.070144031958005
Kraków Sidzina,małopolskie,562668.29,235724.02,49.985508907568196,19.87444181630387
Kraków-Bieżanów,małopolskie,573734.12,239872.64,50.02156061577096,20.029621324004356
Łagiewniki,małopolskie,566866.38,239865.29,50.022305678204624,19.933733277640954
Kraków-Zabłocie,małopolskie,568504.15,242781.59,50.0483528369663,19.957121404117938
Kraków Mydlniki Wapiennik,małopolskie,560326.73,247505.01,50.09172901811481,19.843627810738816
Chrzanów Śródmieście,małopolskie,529575,253103.82,50.14442612826917,19.414038262263304
Gorzów Chrzanowski,małopolskie,517306.22,245148.85,50.073344514289,19.24192162605475
Brzeszcze,małopolskie,511166.31,236564.49,49.99626102739858,19.15584281059227
Włosienica,małopolskie,523528.22,239577.16,50.02300480292656,19.32855454640538
Warszawa Zachodnia,mazowieckie,634197.64,485623.63,52.22029707549796,20.965136632651976
Grodziszcze Mazowieckie,mazowieckie,696325.5,481039.75,52.16048336253466,21.871213334871385
Piasecznica,mazowieckie,591873.84,483507.87,52.20996576009738,20.345016817536152
Siedle Zachodnie,mazowieckie,721274.05,483516.74,52.1732865449465,22.237100400845897
Boża Wola,mazowieckie,604290.9,481530.34,52.189976123676644,20.526125431774936
Fronołów,mazowieckie,767462.59,506844.54,52.362136380852036,22.929735733884208
Halinów,mazowieckie,660331.41,486823.58,52.224090397937594,21.348078267590417
Barczęca,mazowieckie,679671.12,479980.37,52.1566404393859,21.627376415654517
Mrozy,mazowieckie,691577.24,481279.37,52.164304693108676,21.8019974861695
Dębe Wielkie,mazowieckie,665587.32,484190.72,52.19887768486034,21.42368987886596
Nowe Dębe Wielkie,mazowieckie,666879.54,483544.3,52.19267965378798,21.44226692987731
Wrzosów,mazowieckie,669833.5,482690.15,52.18410289446241,21.485026034638345
Podkowa Leśna Zachodnia,mazowieckie,617194.88,474133.11,52.120886752471584,20.71231337033689
Cisie,mazowieckie,663210.05,485379.87,52.210272079639644,21.389500357446938
Kornelin,mazowieckie,582511.73,480466.77,52.18410444317318,20.20725089744726
Pniewo Czeruchy,mazowieckie,601081.92,564620.7,52.93753502868739,20.504533043867752
Stupsk Mazowowiecki,mazowieckie,596222,573722.31,53.02024615670386,20.43493039989446
Mińsk Mazowiecki-Anielina,mazowieckie,676818.63,481092.97,52.167557607,21.58628986651551
Krośnice Mazowieckie,mazowieckie,600106.68,567960.17,52.967736896546604,20.491054942377847
Cegłów,mazowieckie,687092.49,479331.08,52.14834190196013,21.735411931191937
Mienia,mazowieckie,683869.83,479313.35,52.14926539784476,21.68834163105953
WKD Warszawa Raków,mazowieckie,632316.09,482756.19,52.194979375187174,20.936479937799287
Sulejówek,mazowieckie,655570.29,489216.83,52.24696261712642,21.27951362269999
Grzegorzewice,mazowieckie,612740.8,456275.11,51.96127219070785,20.641372741498493
Radom Południowy,mazowieckie,646371.64,389096.54,51.349627916634994,21.10253927552547
Wyszyny,mazowieckie,593214.62,578289.48,53.06183486931238,20.39141839999246
Gostynin,mazowieckie,532368.81,507636.41,52.43366321770803,19.476259910463845
Sierakówek,mazowieckie,528630.86,500623.37,52.370805058548264,19.42066289210475
Rogożew,mazowieckie,536768.26,510793.92,52.46177895978188,19.54133644785051
