station,voivodeship,latEPSG2180,lonEPSG2180,latWGS84,lonWGS84
Lizawice,dolnośląskie,374589.63,346653.24,50.97305591954654,17.21319190546559
Zębice Wrocławskie,dolnośląskie,371131.24,350441.85,51.006353836947184,17.162599768820705
Jakuszyce,dolnośląskie,248936.42,334135.99,50.81962071874214,15.434314614666347
Trzcińsko,dolnośląskie,280036.83,339815.71,50.883291531129444,15.871847207451463
Szllarska Poręba Huta,dolnośląskie,253399.57,334711.61,50.826707412435134,15.497186937408832
Szklarska Poręba Dolna,dolnośląskie,257712.87,336920.57,50.84836389346811,15.556874727889085
Szklarska Poręba Górna,dolnośląskie,254954.82,335295,50.83260615351239,15.518844621051215
Janowice Wielkie,dolnośląskie,283311.56,339142.52,50.87848262705303,15.918744687571753
Szklarska Poręba Średnia,dolnośląskie,256469.84,335877.41,50.83847523857585,15.539938111982917
Stara Kamienica,dolnośląskie,258691.29,344186.64,50.914016742005984,15.5659542218979
Rybnica,dolnośląskie,264285.55,343538.74,50.9105113491828,15.64583682979984
Piechowice,dolnośląskie,260164.68,337178.67,50.851703512359755,15.591481948230225
Wojanów,dolnośląskie,276504.93,340128.14,50.884741746273505,15.821509954027231
Górzyniec,dolnośląskie,258518.7,338207.07,50.86025277236528,15.567455509458757
Świeradów-Zdrój,dolnośląskie,243045.2,344639.5,50.911327284076336,15.343446787334285
Batowice Lubańskie,dolnośląskie,230893.55,365263.06,51.09088606796096,15.155640637006648
Lubań Śląski,dolnośląskie,240681.74,367061.4,51.11153875799538,15.293859993428407
Oleszna Podgórska,dolnośląskie,253616.53,357699.55,51.033195663308994,15.484720571149182
Ubocze,dolnośląskie,249212.14,360426.18,51.05576866565007,15.42012227901231
Młyńsko,dolnośląskie,250976.79,352977.73,50.98966565014061,15.450376593771177
Gryfów Śląski,dolnośląskie,249705.44,357963.66,51.03387633338794,15.428851656260754
Proszówka,dolnośląskie,249108.45,355155.18,51.00840252037716,15.42229526472025
Kwieciszów,dolnośląskie,254309.53,345599.73,50.924855110698005,15.502768642771896
PKP Rębiszów,dolnośląskie,251145.85,348382.84,50.94848581152608,15.455926153541146
Niwnica,dolnośląskie,255339.2,369456,51.139484999520384,15.501285912528937
Lwówek Śląski,dolnośląskie,261648.21,365841.2,51.109689502907884,15.5937240661808
Brzeziniec,dolnośląskie,247476.35,353680.6,50.9944502319448,15.400096512818322
Mirsk,dolnośląskie,245981.57,351386.03,50.973193304369254,15.380437003786039
Wleń,dolnośląskie,266432.51,355193.59,51.016045822908836,15.668847774899481
Marczów,dolnośląskie,266319.84,359080.92,51.050907898971694,15.664736207410508
Pilchowice-Zapora,dolnośląskie,265176.88,349972.78,50.96865221743679,15.654348773523813
Jerzmanki,dolnośląskie,224474.22,369719.19,51.12782614868793,15.060762258050236
Pieńsk,dolnośląskie,224213.38,382818.64,51.24524909103016,15.046983897603626
Lasów,dolnośląskie,223218.15,380524.24,51.22417869532417,15.03452827039986
Turoszów,dolnośląskie,212742.65,349692.53,50.94238105455619,14.90936177963913
Krzewina Zgorzelecka,dolnośląskie,215320.56,357668.64,51.01522678968219,14.939726056914504
Węgliniec,dolnośląskie,236754.91,387172.33,51.290252068316924,15.223114476295086
PKP Ruszów,dolnośląskie,234151.04,399614.81,51.40070948807885,15.176549729746087
Przystanek Jagodzin,dolnośląskie,233442.89,394551.77,51.354938908352274,15.170188768494496
Okrąglica,dolnośląskie,234717.16,403652.88,51.43721456106296,15.181649445659911
Zagajnik,dolnośląskie,242008.94,384640.83,51.26993438927496,15.300154144822335
Zawidów,dolnośląskie,221515.03,358762.51,51.028076267056356,15.027005488077561
Jędrzychowice,dolnośląskie,221747.68,374976.86,51.17368635006322,15.017815902263791
Mikułowa  Dw. Kol,dolnośląskie,227499.96,365929.53,51.0952645992201,15.106777129975436
Sulików,dolnośląskie,224864.44,364405.14,51.08032627824113,15.070378875282415
Zorzelec Miasto,dolnośląskie,221795.44,372811.86,51.154282561275366,15.020172457179092
Zgorzelec,dolnośląskie,220588.71,371328.65,51.14038559350523,15.004105851461787
Jelenia Góra Zachodnia,dolnośląskie,269404.8,342212.95,50.900673544499426,15.719391340570454
Jelenia Góra,dolnośląskie,271966.03,342301.43,50.90248570158959,15.755711135898235
Jelenia Góra - Sobieszów,dolnośląskie,263974.29,337032.74,50.85196065005543,15.645617975573494
Jelenia Góra-Orle,dolnośląskie,264878.04,338356.97,50.86422056781317,15.657587708764966
Jelenia Góra Cieplice,dolnośląskie,267082.99,338908.36,50.870065038017486,15.688525155942575
Jelenia Góra Celwiskoza,dolnośląskie,268677.78,341249.19,50.891727591820285,15.709677058804427
Zebrzydowa,dolnośląskie,248215.1,382624.65,51.25461179267431,15.390384450268822
Modła,dolnośląskie,278291.26,394726.31,51.37578850350602,15.813269279210893
Wierzbowa Śląska,dolnośląskie,274613.38,397235.14,51.396869726592094,15.758902477673903
Tomaszów Bolesławiecki,dolnośląskie,268526.23,385165.04,51.28603437223732,15.679374174419072
Bolesławiec,dolnośląskie,260719.96,383305.76,51.26611381694159,15.56884593459514
Gierałtów-Wykroty,dolnośląskie,240615.68,378805.61,51.21692562022542,15.284446628357502
Nowogrodziec,dolnośląskie,247990.79,375526.46,51.190792326393414,15.392166913839331
PKP Szczedrzykowice,dolnośląskie,315108.22,375381.42,51.215165008454825,16.351813487421197
Jezierzany,dolnośląskie,297342.06,378408.46,51.23632667309272,16.095973231649317
PKP Wilczyce,dolnośląskie,292763.42,370695.61,51.16539829705063,16.034911140954453
PKP Jaśkowice Legnickie,dolnośląskie,312459.85,375472.22,51.21511676342201,16.31387802600242
PKP Jezierzany,dolnośląskie,297509.97,378291.69,51.235337333123326,16.098442058826024
Okmiany,dolnośląskie,275358.85,383183.66,51.270977369028984,15.77846935778455
Miłkowice,dolnośląskie,294520.84,380658.38,51.255528121927796,16.054310960068186
Goliszów,dolnośląskie,288910.38,385230.96,51.29454979559458,15.9712981335425
PKP Rzeszotary,dolnośląskie,302297.31,379762.12,51.25022699702787,16.16613837217819
Złotoryja,dolnośląskie,284038.7,366989.13,51.12887857214886,15.912494610757477
Kozów,dolnośląskie,288380.77,368396.26,51.14313943537236,15.973650705861646
Wojcieszów,dolnośląskie,283875.49,346443.12,50.944270570755265,15.922425692802888
Jerzmanice Zdrój,dolnośląskie,282416.69,365302.21,51.113112970992,15.890360249337837
PKP Legnica,dolnośląskie,302343.15,375720.63,51.21393478011418,16.169025211170386
Pawłowice Małe,dolnośląskie,296412.78,372357.05,51.181634561658754,16.08611093167199
Legnica-Nowa Wieś Legnicka,dolnośląskie,303587.33,371458.97,51.17607728755911,16.189154510118918
Legnica-Piekary,dolnośląskie,304310.06,374254.68,51.20144227171991,16.19796025323865
PKP Wróblin Głogowski,dolnośląskie,289615.96,428827.97,51.68639249091338,15.955411406682257
PKP Głogów-Huta,dolnośląskie,292099.43,427513.68,51.675513265605794,15.992080392594579
PKP Głogów,dolnośląskie,298147.09,426618.81,51.66968185968915,16.07997142237131
PKP Krzepów,dolnośląskie,301780.01,423660.62,51.64440271413245,16.13413212187984
PKP Czerna,dolnośląskie,284843.68,430778.76,51.70210323778664,15.885254132846883
PKP Brzeg Głogowski,dolnośląskie,287117.97,429429.96,51.6908571953642,15.91895017284645
PKP Głogów,dolnośląskie,290641.04,428441.91,51.68330836126817,15.970455177966837
PKP Rudna Gwizdanów,dolnośląskie,311465.88,410427.31,51.528845342884665,16.28110680620452
PKP Raszówka,dolnośląskie,303599.2,385473.97,51.30199168817613,16.181634858818672
PKP Lubin,dolnośląskie,304846.47,395924.59,51.396308010565484,16.19377671997406
PKP Rynarcice,dolnośląskie,307516.75,404355.94,51.47296797185131,16.227540722026752
PKP Koźlice,dolnośląskie,307837.56,402021.06,51.452100540464706,16.233425360905155
PKP Rudna - Miasto,dolnośląskie,310624.4,407912.9,51.50597371911627,16.270338097699376
PKP Ścinawa,dolnośląskie,320789.04,396712.46,51.408650269457,16.422365506522553
Grębocice,dolnośląskie,305082.74,417842.57,51.593292029164544,16.185058409479314
Chocianów,dolnośląskie,285349.99,398952.45,51.41645936355159,15.912010215515895
Kłobuczyn,dolnośląskie,288101.67,421292.96,51.61814852126623,15.938098329475784
Gaworzyce,dolnośląskie,284048.25,421961.19,51.622608750425016,15.87920760144788
Wąsosz,dolnośląskie,339338.38,412120.84,51.55268901707104,16.681904419742786
St. Malczyce,dolnośląskie,324488.26,375108.71,51.21567620926359,16.48615403024593
Czerna Mała,dolnośląskie,346691.36,375987.21,51.22996959905488,16.803523303067585
Księginice,dolnośląskie,343870.71,377480.45,51.24262569757066,16.762492912229984
Mrozów,dolnośląskie,345860.38,370860.62,51.183666829746635,16.793830816645475
Przystanek Kolejowy Miękinia,dolnośląskie,342079.18,371487.93,51.18827239914914,16.739479946929627
Środa Śląska,dolnośląskie,332735.64,371908.95,51.18939680154473,16.605659582904888
Przedmoście Święte,dolnośląskie,336860.86,371898.12,51.1904925353838,16.664662573566662
PKP Brzezinka Średzka,dolnośląskie,348988.85,374777.35,51.219707757018895,16.836924476170395
Wołów,dolnośląskie,335184.92,387868.34,51.33353799959013,16.633329992202395
Łososiowice,dolnośląskie,337922.73,383790.01,51.29767228244511,16.674463470722767
Brzeg Dolny,dolnośląskie,341366.17,380251,51.266835259526665,16.72540115440587
Małowice Wołowskie,dolnośląskie,324206.03,396110.42,51.40431054340788,16.471759511433167
Orzeszków,dolnośląskie,326696.37,394870.34,51.3939339008198,16.508144462339327
Wierzchowice,dolnośląskie,385647.59,405310.91,51.5027590115995,17.351928155166544
Bukowice Trzebnickie,dolnośląskie,386537.59,393832.12,51.39973448774606,17.36843313302077
PKP Krośnice,dolnośląskie,387090.12,401788.38,51.471378791153384,17.37383639868765
Rakoniewice Milickie,dolnośląskie,383801.68,415880.49,51.59740805993788,17.321843094447782
Cieszków,dolnośląskie,386033.02,419638.87,51.631654067167865,17.352831082599877
PKP Milicz,dolnośląskie,381759.61,408144.61,51.52743465893022,17.29496882442518
Oleśnica Rataje,dolnośląskie,385800.35,373378.63,51.21568828788922,17.36438859984775
Bukowina Sycowska,dolnośląskie,401459.13,392236.37,51.38817602667911,17.583369392173804
Grabowno Wielkie,dolnośląskie,388824.75,387517.74,51.343414263013216,17.40328462515638
PKP Oleśnica,dolnośląskie,387284.55,371656.75,51.20050144607523,17.38617810349904
PKP Poniatowice,dolnośląskie,397881.76,374179.09,51.2251760517163,17.53713100190618
Dąbrowa Oleśnicka,dolnośląskie,386168.63,375047.6,51.230767930492625,17.369130610376423
Jemielna Oleśnicka,dolnośląskie,400891.24,375841.39,51.24065441009907,17.57976795576991
Bierutów,dolnośląskie,398272.29,363424.95,51.12854438997146,17.545769408470726
Solniki Wielkie,dolnośląskie,394708.36,366326.26,51.15398810635794,17.49399161516318
Międzybórz Sycowski,dolnośląskie,406369.68,393571.85,51.40101679656227,17.653589798095947
PKP Stadomia Wierzchnia,dolnośląskie,405253.18,378602.23,51.26622227127645,17.64152392781174
PKP Syców,dolnośląskie,410114.47,381114.87,51.289605080779936,17.710572981718915
Twardogóra,dolnośląskie,393334.2,389296.96,51.36027670487299,17.467490892408613
Dobroszyce,dolnośląskie,385865.72,379423.23,51.27004930534183,17.36339639089584
Szewce,dolnośląskie,357221.49,374029.28,51.2151028113971,16.955063535220393
Skokowa,dolnośląskie,350421.59,393075.37,51.38455534789871,16.849756836345772
Korzeńsko,dolnośląskie,352527.9,410739.18,51.543874445072035,16.872640535205342
PKP Garbce,dolnośląskie,353606.92,407350.29,51.5136952660799,16.88960391288087
Oborniki Śląskie,dolnośląskie,354161.54,383539.5,51.299814586254065,16.9073894592657
PKP Pęgów,dolnośląskie,355353.88,377681.14,51.247458892786675,16.926858293008788
Żmigród,dolnośląskie,354313.06,402985.75,51.474647700723665,16.901579008380068
Grabce,dolnośląskie,353669.22,407157.47,51.511978289647715,16.89058145445993
Trzebnica,dolnośląskie,365022.1,383735.87,51.304260209834965,17.06305199008616
Brochocin Trzebnicki,dolnośląskie,367108.3,380551.41,51.27612385021555,17.094157129016182
Jelcz - Laskowice,dolnośląskie,384090.17,353512.06,51.03671836642287,17.346298192237484
Oława Spacerowa,dolnośląskie,380365.03,341831.6,50.93093259832455,17.297023637829398
PKP Minkowice Oławskie,dolnośląskie,391805.71,350571.36,51.01178143563371,17.457210762636578
Biskupice Oławskie,dolnośląskie,395918.03,348479.37,50.99372930741579,17.51642887548162
Smardzów Wrocławski,dolnośląskie,364440.65,353328.11,51.03076280504863,17.066183121092752
Węgry,dolnośląskie,361792.95,341724.04,50.92581224972933,17.032850542779386
Sobótka,dolnośląskie,341152.52,340045.27,50.90540629366654,16.740027913056295
Kąty Wrocławskie,dolnośląskie,342369.34,354792.18,51.0382900442479,16.750929826172143
Wierzbice Wrocławskie,dolnośląskie,352488.13,346340.39,50.96500425269578,16.898633111115338
Mietków,dolnośląskie,335545.03,349102.65,50.9852409670683,16.656226436876093
Długołęka,dolnośląskie,373845.27,369525.34,51.17852790029328,17.194605149062678
Kotowice,dolnośląskie,374569.27,353636.32,51.03583500963638,17.21048735489727
Czernica Wrocławska,dolnośląskie,376427.4,355129.31,51.04966111972158,17.23647392704896
Borowa Oleśnicka,dolnośląskie,379555.14,370006.24,51.18408375766631,17.276116962938737
Żórawina,dolnośląskie,363132.75,348069.9,50.983181521161576,17.049521050827522
Sadowice Wrocławskie,dolnośląskie,347601.59,356606.03,51.056006458315096,16.82476101244846
Siedlec Trzebnicki,dolnośląskie,368710.29,375785.94,51.233654143318105,17.1188680828234
Siechnice,dolnośląskie,369895.23,354030.69,51.038340707945785,17.143698184817712
Święta Katarzyna,dolnośląskie,368467.97,353057.77,51.029268705935316,17.123699396351856
Bielany Wrocławskie,dolnośląskie,358161.98,354220.48,51.037268770812034,16.976323948037763
Domasław,dolnośląskie,356435.2,351237.3,51.01002265456184,16.952885732661397
Smolec,dolnośląskie,351656.04,358223.68,51.07160976366137,16.881925028007817
Wrocław Nadodrze,dolnośląskie,362410.78,363951.22,51.12577965436132,17.033197914602855
Wrocław Pracze,dolnośląskie,353488.44,369056.46,51.16945659477076,16.90366517390871
Wrocław Leśnica,dolnośląskie,350796.86,366140.36,51.14254838188136,16.866391364692998
Wrocław Swojczyce,dolnośląskie,368528.15,362706.37,51.11602585715126,17.12104675785363
Wrocław Sołtysowice,dolnośląskie,365980.29,365721.4,51.14254028224682,17.08353328162376
Wrocław Psie Pole,dolnośląskie,368499.41,366551.42,51.15058682104454,17.11923207298151
Wrocław Zakrzów,dolnośląskie,368723.92,367455.98,51.15877050214221,17.122111067200578
Przystanek Wrocław-Wojnów,dolnośląskie,371050.54,361261.44,51.10360893587397,17.157592524122776
Pawłowice,dolnośląskie,367821.31,368563.77,51.168521645167175,17.108799500608384
Wrocław Stadion,dolnośląskie,355973.11,365376.48,51.13700820386074,16.940665353604693
Wrocław Kuźniki,dolnośląskie,356761.75,364351.65,51.12799370152052,16.95234143508381
Wrocław Muchobór,dolnośląskie,358232.25,362486.04,51.111589086972,16.974082687601207
Wrocław Mikołajów,dolnośląskie,359946.08,362962,51.11628937812873,16.998372977393895
Wrocław Nowy Dwór,dolnośląskie,356946.88,363425.06,51.119710624062,16.955354050589683
Wrocław Brochów,dolnośląskie,365825.6,357014.03,51.064224768144726,17.084561500275676
Wrocław Główny,dolnośląskie,362662.69,360859.41,51.09804556120165,17.037974397183042
Dworzec Kolejowy Wrocław Świebodzki,dolnośląskie,361302.84,361957.29,51.10758760537634,17.01813758596609
Wrocław Żerniki,dolnośląskie,354217.47,364221.43,51.12618086062074,16.916047998861032
Wrocław Zachodni,dolnośląskie,356410.14,360112.19,51.08979601165032,16.949006590954983
Wrocław Klecina,dolnośląskie,358946.03,356371.92,51.05680240527994,16.98666438296611
Wrocław Popowice,dolnośląskie,360196.19,364162.92,51.127146204201075,17.001479236499595
Jawor,dolnośląskie,303620.68,358028.08,51.05542268801915,16.19694731560408
Przybyłowice,dolnośląskie,301309.75,366086.93,51.12702824298309,16.15956972857631
Bolków,dolnośląskie,296930.69,344507.81,50.93163265452125,16.109147302522334
?,dolnośląskie,306333.36,354811.4,51.02744358734502,16.237339350243076
Kamienna Góra,dolnośląskie,290237.34,328507.39,50.78550088782389,16.023171345065247
Lubawka,dolnośląskie,288476.17,319786.8,50.70652145768304,16.00322382512862
Błażkowa,dolnośląskie,287720.35,324020.85,50.74428124781,15.99009332233229
Sędzisław,dolnośląskie,293637.04,331486.64,50.813486270720496,16.069675196868566
Marciszów,dolnośląskie,289432.17,335849.37,50.8511635211855,16.007545522067588
Żarów-PKP,dolnośląskie,323894.94,344389.43,50.93943745951037,16.492638999224823
Pszenno,dolnośląskie,326296.58,335192.96,50.85751779779376,16.531175761408033
Świebodzice,dolnośląskie,312360.8,335977.17,50.860208823547794,16.332926803421245
Stacja Kolejowa Rogoźnica,dolnośląskie,310830.3,353205.54,51.014512865025694,16.30224942580735
Jaworzyna Śląska,dolnośląskie,319325.37,341526.33,50.91229457005835,16.429066677554744
Stanowice,dolnośląskie,315566.11,343648,50.93017006245185,16.374559733650262
Roztoka,dolnośląskie,306439.31,346313.9,50.951131126945725,16.243378386445624
St. Malczyce,dolnośląskie,312504.97,346353.29,50.953491122532725,16.32964108915584
Swidnica-Kraszowice,dolnośląskie,323407.58,330523.38,50.81467768511367,16.492407704812358
Krzyżowa,dolnośląskie,325972.47,328125.52,50.793904572351174,16.529929620778177
St. Malczyce,dolnośląskie,314645.6,348619.85,50.974550499224264,16.35893842727027
Świdnica Przedmieście,dolnośląskie,324299.7,332757.82,50.835029905985195,16.503991726601484
Strzegom,dolnośląskie,314087.53,347234.81,50.96192507243155,16.351703998594118
PKP Świdnica Miasto,dolnośląskie,322744.15,333439,50.84067694040503,16.481586525598352
PKP Boguszów - Gorce Wschód,dolnośląskie,304046.81,323728.96,50.747401162671274,16.22143850916043
PKP Boguszów - Gorce,dolnośląskie,302683.51,324094.43,50.7502229044849,16.201935920537593
Boguszów-Gorce Zachód,dolnośląskie,300273.73,325545.68,50.76243731200838,16.167020442085978
Witków Śląski,dolnośląskie,297616.84,329186.34,50.79422487145571,16.12737971797497
Czarny Bór,dolnośląskie,299712.42,326112.01,50.76733193857316,16.15876068551753
Jugowice,dolnośląskie,316950.73,321553.72,50.73206796042347,16.405286274991237
Głuszyca,dolnośląskie,313153.05,316765.41,50.68783028614509,16.353940004303976
Jedlina Zdrój,dolnośląskie,312467.5,319435.37,50.711601833960565,16.342886254182506
Jedlina Górna,dolnośląskie,311074.3,321541.74,50.73007791556897,16.32208988593044
Mieroszów,dolnośląskie,301735.7,315128.15,50.669339328407716,16.193330739529458
Wałbrzych Główny,dolnośląskie,308236.71,323129.93,50.7434183598571,16.28108994021019
Wałbrzych Fabryczny,dolnośląskie,307359.07,325165.55,50.76141846950281,16.267595970199032
Wałbrzych Miasto,dolnośląskie,308627.46,327712.92,50.78472761315255,16.284239012638295
Wałbrzych-Szczawienko,dolnośląskie,310061.66,331140.32,50.81599648926302,16.302793968264822
Bielawa Zachodnia,dolnośląskie,330885.67,315859.9,50.6851198020167,16.6052314066647
Piława Górna,dolnośląskie,342737.19,314798.4,50.67890410923185,16.773368163374972
Dzierżoniów,dolnośląskie,333535.22,320141.67,50.72436897047619,16.640785124696684
Krosnowice Kłodzkie,dolnośląskie,332063.75,283257.14,50.39242085796203,16.6365963682275
Żelazno,dolnośląskie,334207.34,280810.32,50.371035901275945,16.667816177025358
Ścinawka Średnia,dolnośląskie,323238.12,298459.85,50.52646705985669,16.50533198926087
Gorzanów,dolnośląskie,332234.19,279021.41,50.35439654853794,16.640882647896046
Bierkowice,dolnośląskie,330146,292550.65,50.4754018070192,16.605420003283157
Ławica,dolnośląskie,334757.37,292606.05,50.47721860789192,16.670348047843955
Roztoki Bystrzyckie,dolnośląskie,333395.25,260390.87,50.18725971671626,16.665402000519453
Gorzuchów Kłodzki,dolnośląskie,327835.79,294215.23,50.48968859269775,16.57211501039864
Międzylesie,dolnośląskie,332498.67,255576.42,50.14372981592597,16.654969168522857
Nowa Ruda Zdrojowisko,dolnośląskie,323850.47,307964.16,50.61207063616416,16.509463634395804
Nowa Ruda Przedmieście,dolnośląskie,324245.38,305320.33,50.588428773057615,16.516293251537004
Kłodzko Miasto,dolnośląskie,333787.88,288036.68,50.43587247196395,16.658721232647345
Nowa Ruda,dolnośląskie,322822.72,304133.01,50.57732780758892,16.496775151482492
Ząbkowice Śląskie,dolnośląskie,345249.34,305651.39,50.59735373578948,16.81273036830285
Ziębice,dolnośląskie,360925.41,306449.47,50.60847737351941,17.03385249506228
Kamieniec Ząbkowicki,dolnośląskie,351083.03,298657.29,50.535996687544106,16.89792479953832
Raczyce,dolnośląskie,360808.42,312571.93,50.66349311111664,17.029899160533752
Bardo,dolnośląskie,341097.68,296013.13,50.50959937116632,16.75821224285773
Bardo Śląskie,dolnośląskie,339351.32,295536.75,50.50484037675165,16.733800139096033
Olszyna Lubańska,dolnośląskie,246528.41,362118.74,51.069784448632795,15.380708500943658
Chojnów,dolnośląskie,286458.52,383452.06,51.2776573227612,15.937236599279798
Nowa Ruda- Słupiec,dolnośląskie,326420.88,300912.53,50.54946432474507,16.549063866867108
Kłodzko Główne,dolnośląskie,333717.57,289766.92,50.45140487286633,16.656963539380513
Świerki Dolne,dolnośląskie,318477.9,310413.79,50.63243699802958,16.432382923494483
Lewin Kłodzki,dolnośląskie,306399.84,285596.57,50.405548732355705,16.274621878934887
Bartnica,dolnośląskie,316776.84,311540.42,50.64202906627889,16.407790466064228
Ludwikowice Kłodzkie,dolnośląskie,321928.09,308846.7,50.61941816288586,16.48188767416479
Stary Wielisław,dolnośląskie,327801.23,284806.41,50.40511210726651,16.575954854032627
Klodzko Zagórze,dolnośląskie,330449.16,285818.98,50.414983794010645,16.61273763155882
Warkocz,dolnośląskie,362441.04,331035.15,50.82987259723051,17.046093399127397
Strzelin,dolnośląskie,363301.47,325887.74,50.78379961852438,17.060225544984682
Boreczek,dolnośląskie,361073.65,336514.63,50.878806808310166,17.024602457969063
Biały Kościół,dolnośląskie,361003.54,319782.91,50.72836902404603,17.029944251121762
Kłodzko Książek,dolnośląskie,332450.91,285832.17,50.415677030696656,16.640890667547758
Kłodzko Nowe,dolnośląskie,333102.19,285794.68,50.41552555780034,16.65006922335623
Krosnowice Górne,dolnośląskie,331924.34,282277.35,50.38357417602457,16.63507450563525
Duszniki Zdrój,dolnośląskie,314336.48,285692.35,50.40897206843854,16.386175154890996
Szczytna,dolnośląskie,318845.94,285467.64,50.40836095880788,16.44970141181912
Polanica- Zdrój,dolnośląskie,323435.7,284108.24,50.397541055505066,16.51489024979982
Długopole-Zdrój,dolnośląskie,331554.46,266218.03,50.239117685522025,16.637043643620743
Domaszków,dolnośląskie,332771.2,263261.23,50.21288511382653,16.655400950593695
Lądek Zdrój,dolnośląskie,347677.19,277158.7,50.34185208018706,16.858625771602398
Bystrzyca Kłodzka - Przedmieście,dolnośląskie,332431.04,271388.31,50.285841375907694,16.647039616672117
Bystrzyca Kłodzka,dolnośląskie,333037.74,272598.6,50.29689244392002,16.65501624184694
Kulin Kłodzki,dolnośląskie,310082.62,286997.6,50.41934121256427,16.325695935270574
Osetnica,dolnośląskie,280053.73,381942.53,51.261662658145816,15.846450744176005
Rokitki,dolnośląskie,283662.22,390030.42,51.335685615791206,15.893202123058844
PKP Jelcz Laskowice,dolnośląskie,381224.22,354455.69,51.0446171198935,17.30511857567559
Kopalina,dolnośląskie,388158.17,351668.79,51.020950998899785,17.40488152647254
Wrocław-Świniary,dolnośląskie,358204.42,372092.53,51.19793800532845,16.969897824216226
Wrocław Osobowice,dolnośląskie,359997.43,368576.34,51.16677195804478,16.99692252672962
Brzoza Toruńska,kujawsko-pomorskie,478778.29,566448.76,52.9630772757136,18.68395316308985
Wiktorowo,kujawsko-pomorskie,507231.28,510823.51,52.46323577422223,19.106468738998355
Świekatowo,kujawsko-pomorskie,440536.08,617230.03,53.41676103879372,18.105020227959642
Warlubie,kujawsko-pomorskie,475027.13,636015.3,53.58842442534517,18.62262041360981
Grupa,kujawsko-pomorskie,475463.78,626612.77,53.5039058505218,18.629956837948182
Dragacz,kujawsko-pomorskie,480805.75,625193.49,53.491366966899385,18.710607411835202
Laskowice,kujawsko-pomorskie,463876.65,625217.24,53.4906900575806,18.455373552108657
Lipienica,kujawsko-pomorskie,441069.85,620540.09,53.44657971080479,18.112433040481985
Górna Grupa,kujawsko-pomorskie,478613.09,626023.3,53.4987433754099,18.67749251614434
Serock,kujawsko-pomorskie,439437.62,611043.52,53.361016807710534,18.089677225338445
Leosia,kujawsko-pomorskie,459345.87,624807.09,53.4866716947533,18.387120861710116
Łążek,kujawsko-pomorskie,448133.13,642061.29,53.64080819356156,18.215233128320126
Osie,kujawsko-pomorskie,456804.85,636737.9,53.593735792957126,18.347168294617003
Dubielno,kujawsko-pomorskie,470596.15,627173.64,53.50869891294988,18.556495222232886
Pruszcz Pomorski,kujawsko-pomorskie,446709.71,608028.68,53.33469476872283,18.199480604377413
Terespol Pomorski,kujawsko-pomorskie,456962.67,616282.18,53.40983569521453,18.35236244419949
Parlin,kujawsko-pomorskie,451386.63,611977.39,53.370647680317575,18.269123023149273
Świecie Przechowo,kujawsko-pomorskie,460472.95,615085.92,53.399354854382565,18.405332842684157
Czersk Świecki,kujawsko-pomorskie,464743.77,631963.64,53.55140545777937,18.46768653692699
Twarda Góra,kujawsko-pomorskie,478311.98,646476.22,53.68262499856908,18.67152895903294
Lniano,kujawsko-pomorskie,447350.41,629366.02,53.52659473038504,18.20553475746368
Tleń,kujawsko-pomorskie,451482.22,639083.35,53.614356619192236,18.26636601309004
Lubania Lipiny,kujawsko-pomorskie,439956.9,614078.26,53.38835973268674,18.096904537972005
Drzycim,kujawsko-pomorskie,453961.14,627136.53,53.507171228844015,18.305607717170595
Jastrzębie Pomorskie,kujawsko-pomorskie,451396.76,628570.54,53.51983295704926,18.26671067081789
Kwiatki,kujawsko-pomorskie,461717.1,634979.64,53.5783096518057,18.421621234059
Dąbrowy,kujawsko-pomorskie,466175.96,628162.26,53.517321677981315,18.489720460509762
Jeżewo,kujawsko-pomorskie,466108.84,627053.79,53.507351105824746,18.488827860041557
Lipowa Wschodnia,kujawsko-pomorskie,444119.6,652973.75,53.73849889627271,18.152545996384486
Śliwiczki,kujawsko-pomorskie,446717.75,647234.94,53.687178220235836,18.192931952378025
Laski Tucholskie,kujawsko-pomorskie,447682.25,644912.74,53.66639861491931,18.207931473001835
Przyrowa,kujawsko-pomorskie,418807.68,628193.39,53.512416839922096,17.775227413485677
Klonowo nad Brdą,kujawsko-pomorskie,430891.09,620265.97,53.44287821549332,17.959213240310618
Gostycyn,kujawsko-pomorskie,420771.54,625025.86,53.484242374398086,17.805645327376673
Kamienica,kujawsko-pomorskie,421842.93,624018.95,53.4753510458717,17.822043333838522
Pruszcz-Bagienica,kujawsko-pomorskie,422412.77,620356.38,53.4425104903061,17.831534176530443
Mała Klonia,kujawsko-pomorskie,417148.52,620512.32,53.4431106682877,17.75223332269586
Małe Gacno,kujawsko-pomorskie,441103.02,638669.15,53.60956811413111,18.10952020726754
Bruchniewo,kujawsko-pomorskie,434303.5,619872.74,53.43977966026087,18.01067796553254
Zielonka Pomorska,kujawsko-pomorskie,441039.59,635100.75,53.57748055819829,18.109236350606363
Piastoszyn,kujawsko-pomorskie,416009.93,640313.83,53.6209285107116,17.72977420663319
Brzuchowo,kujawsko-pomorskie,418606.99,632000.5,53.54660888518415,17.77121044389124
Rosochatka,kujawsko-pomorskie,441575.98,649322.91,53.705399045452914,18.114665350073018
Dobromierz Dolny,kujawsko-pomorskie,438588.74,571849.39,53.008536553522184,18.084455453260325
